,text,label
4626,"FuboTV to Announce Q2 2022 Financial Results on August 4, 2022  https://t.co/aIV9eQq3FZ  https://t.co/7NLmkCgp1E",5
3211,"Top Gun: Maverick, which has grossed more than $1 billion worldwide, is also driving sales of aviator sunglasses in the United Kingdom  https://t.co/A1MEax7JDL  https://t.co/zTFtoC616D",2
13876,#Megacaps offer early support $XLY $XLK $XLC $AAPL $META $NLFX $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket,18
16551,"$PSNY (+3.2% pre) Polestar EV sales surge in first half, on track for full-year target - Reuters   https://t.co/7Qhv81F6mX",19
5051,$KNYJF $KNYJY - KONE Oyj (KNYJF) CEO Henrik Ehrnrooth on Q2 2022 Results Earnings Call Transcript.  https://t.co/A5bIZID3um #stocks #finance #stockmarket,5
5030,$SEIC - SEI Investments Company's (SEIC) CEO Ryan Hicke on Q2 2022 Results - Earnings Call Transcript.  https://t.co/nY0X5oOHii #stocks #economy #business,5
1084,"Inter Parfums, Inc. Closes Agreement to Become the Exclusive Worldwide Fragrance Licensee for Donna Karan and DKNY Brands  https://t.co/ra8voYzDX1  https://t.co/L3G2e6HDeD",2
6885,$TSLA EPS beat but Sales miss! 🚨  https://t.co/lvNEC6Omtg,7
8551,"@robroaster correct, I mentioned that in the forum yesterday  back to normal schedule today",9
2955,"ALPHABET UNIT GOOGLE SAYS IT WILL ALLOW NON-GAMING APPS DEVELOPERS TO SWITCH TO RIVAL PAYMENT SYSTEMS  GOOGLE SAYS FEES WILL BE CUT TO 12%, FROM 15%, FOR THESE DEVELOPERS",2
1384,Elliptic Labs and Xiaomi Announce Global Launch of Xiaomi 12 Lite Smartphone  https://t.co/GgO0EgmBs6  https://t.co/KF7h2TnS04,2
281,Deutsche Bank AG UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/TCahxaX0k4  https://t.co/NIN16nJ2iq,2
15630,$UAMY - United States Antimony Corporation: Q&amp;A With Bert Denton.  https://t.co/49gNlhFlix #trading #finance #stocks,18
15145,$PERI - Perion Network: Still A Strong Buy.  https://t.co/zTY2TaTbgL #stocks #trading #finance,18
9655,"FDH Aero Completes Acquisition of Electro Enterprises, Inc.  https://t.co/xgGs0VO3ec  https://t.co/M0MeGogv9U",13
11061,China Stats Bureau Spokesman: China's Economy Faces Many Challenges,14
15313,$JD -  https://t.co/nCnF738dLj: Excited To Buy At Prices Below $70/Share.  https://t.co/0crC0O0AbV #trading #investing #economy,18
2927,$AEMD - FDA approves protocol change in Aethlon's trial of its purifier to treat severe COVID  https://t.co/5heis0d2h2,2
2481,$EVFM - Evofem partners with a360 Media to support Phexxi prescription growth  https://t.co/1OZDGfujVG,2
15898,"$MSFT (260.13, -2.14, -0.8%): eliminating several open job listings, according to Bloomberg",19
1938,Kroll’s Cyber Risk Practice Expands in Central Europe  https://t.co/FnSrBktWQB  https://t.co/S79ox5c9Ha,2
5474,BRENT OIL FUTURES TURN POSITIVE IN VOLATILE TRADE AFTER FALLING BY $2 A BARREL EARLIER IN THE SESSION,6
9309,"Amazon warehouses near New York City, Chicago and Orlando were inspected by federal investigators Monday of as part of a probe into potential worker safety hazards  https://t.co/JR2qkOz8VJ",12
1026,WalletConnect Unveils the Future of Web3 Chat With Wallet-to-Wallet Messaging Preview  https://t.co/X6UyVnPPIW  https://t.co/pRsFTugEHG,2
3354,$LYRA - Lyra Therapeutics (LYRA) Investor Presentation - Slideshow.  https://t.co/QFNn9wazdl #markets #finance #stockmarket,2
10009,"Mortgage applications to purchase a home fell 4% for the week and were 18% lower than the same week one year ago, according to the Mortgage Bankers Association index. @dianaolick breaks down the drop in mortgage demand amid high inflation.  https://t.co/8Fny4fu3e9  https://t.co/PpbqhTrWjN",14
7570,A new plant in Japan is helping tackle one of the biggest scourges of global warming: cow poop  https://t.co/d9T60mF91v,9
3792,"WATCH: Elon Musk mocked Twitter’s threat to sue him following his move to abandon the $44 billion takeover deal, tweeting the social media firm would need to disclose more information on bots and spam accounts  https://t.co/5zukovYh0H $TWTR  https://t.co/DDwsyCzYD8",2
11763,"Stock futures edge higher following Dow rally, better-than-expected Netflix earnings  https://t.co/7T0ouhZdHY",15
4198,$BSMM - Invesco BulletShares 2022 Municipal Bond ETF declares monthly distribution of $0.0090  https://t.co/H5ySP02zik,4
4718,Hercules Capital Announces Date for Release of Second Quarter 2022 Financial Results and Conference Call  https://t.co/olseKENx4B,5
16242,$HCA $CYH $THC - HCA Healthcare hits 52-week low; stock down 34% YTD  https://t.co/fRYm123De7,19
6040,"Property taxes can used to mitigate risks to house prices and channel benefits to governments, Ireland’s central bank says  https://t.co/ysRx31WiNf",1
10062,$ECONX: June Retail Sales 1.0% vs 0.8%  https://t.co/M9gpUZQoF7 Consensus; prior -0.3%  https://t.co/ub6TxqNfm4,14
16809,$WFRD - Weatherford International to redeem $50M notes in early cash repayment  https://t.co/rkfDQ0O2kl,3
11506,The European Union proposes to loosen its rules governing airline slots as airports struggle to balance a surge in travelers with a shortage of workers  https://t.co/6rxQCActsf,14
5618,"German EconMinistry: Third Floating LNG Terminal To Be Located In Stade, Fourth Terminal In Lubmin",6
8140,One of at least 87 children secretly fathered by an Indiana fertility doctor in the 1970s and '80s sued Netflix for exposing her identity in the documentary “Our Father”  https://t.co/QGr9nV5vdb,9
14925,$NIO may need to rest.  https://t.co/2AFNg7tre1,18
682,$FAST: Fastenal authorizes new 8 mln share repurchase program  https://t.co/lXFBo1NEix,2
7573,China's rich are trying to pull an exit with the second-largest predicted wealth outflow for a country this year.  The big question hanging over them is whether Xi Jinping’s government will let them leave.  Read The Big Take ⬇️  https://t.co/BSojlucMJQ,9
13872,$WIRES: On The Wires  https://t.co/8oLuGDqBR1,18
11072,Terry McCrann: Lowest Australian Jobless Rate In Nearly 50 years Locks In 50Bps Hike From RBA Next Month – The Australian  https://t.co/G3rNPmcel1,14
11776,Morgan Stanley's Wilson predicts the S&amp;P 500 trough: It's coming 'pretty quickly'  https://t.co/MGOLximgu3,15
16834,BENCHMARK 10-YEAR JGB FUTURES UP 0.14 POINT IN EARLY TRADE,3
2279,Surging staff and fuel costs offset a boom in post-pandemic travel demand for United Airlines  https://t.co/2aQVA2u1zT,2
3059,$GS and $AAPL plan to slow hiring and spending growth in 2023.  https://t.co/ThvvUFHO1D,2
14148,Top sector ETF's that I watch right now = $XOP $XLE $XBI,18
14425,$VLCN going green.....,18
2726,$IONM - Assure Holdings to continue streamlining business to achieve positive operating cash flow  https://t.co/ScehwpoKtt,2
6937,"$HBAN - Huntington Bancshares Non-GAAP EPS of $0.36 beats by $0.02, revenue of $1.75B beats by $50M  https://t.co/lOPgWKBk9F",7
13646,LIVE: Tuesday's hearing by the House committee investigating the January 6 riot will explore Trump's contacts with far-right groups  https://t.co/r9aeIUExtU  https://t.co/NXxYFnkTwC,16
5301,$NFLX | Netflix Q2 22 Earnings   - Q2 EPS $3.20 (est $2.98)   - Q2 Revenue $7.97B (est $8.04B)   - Q2 Streaming Paid Net Change -0.97M (est -2.00M)    - Sees Q3 EPS $2.14 (est $2.72)   - Sees Q3 Revenue $7.84B (est $8.10B)   - Sees Q3 Streaming Paid Net Change +1.00M (est +1.80M),5
588,$DNA: Ginkgo Bioworks announces collaboration with Sumitomo Chemical (SOMMY)  https://t.co/YCbpS6odSt,2
14103,$AMZN back to the 116-116.10 area. I am watching same levels I gave last week.  Still holding it here,18
4259,KB Home declares $0.15 dividend  https://t.co/6s0X3fMKnp,4
13728,@ArslanQ84819188 Bearish,18
8642,I'll never understand why people record videos while sitting in their car.,9
2708,$ENDP - Endo unit gains right to commercialize Netherton Syndrome treatment in Canada  https://t.co/Ni6u8Xau4u,2
10720,JAPAN INDUSTRY MINISTER: WE ARE LOOKING TO RESTART NUCLEAR POWER PLANTS IN PREPARATION FOR THE WINTER,14
7639,"A Catholic hospital system in Illinois and Michigan will cover fertility treatment only for workers in opposite-sex marriages, a policy some lawyers say could run afoul of federal discrimination laws  https://t.co/soz7S1UlGo",9
535,"$VWAGY: Volkswagen AG confirms new independent company, Scout, with an iconic brand will launch all-electric...  https://t.co/BvXO8yNSA6",2
14672,Red to green $3902 for $ES_F $SPY $SPX,18
8981,Amazon faces probe by federal prosecutors and OSHA into warehouse safety  https://t.co/UPdKwq5BXY,12
7355,"Ivana Trump was celebrated at a Manhattan funeral attended by her closest family members, along with a crowd of revelers gathering in sweltering heat to honor the onetime symbol of New York glamour and opulence  https://t.co/ViPKjHZo7D",9
1804,J.B. Hunt Launches Southern California Transload Service  https://t.co/74fxoWph0N  https://t.co/zIqcet0SKB,2
425,"Peloton competitor Tonal cuts 35% of workforce as it prepares for possible recession, IPO  https://t.co/CgwD5z4BEB",2
5644,#OOTT | Iraq To Experience Delays To Project To Boost Crude Export Capacity From Basra – RTRS Source,6
2130,Edgewise Therapeutics Now Enrolling CANYON Phase 2 Clinical Trial of EDG-5506 in Individuals with Becker Muscular Dystrophy (BMD)  https://t.co/8HXiGsXrwF  https://t.co/l5dlmOEjj8,2
3044,Substack CEO details winning at subscriptions 'to the exclusion of advertising'  https://t.co/bVEqhVpN00 by @AkikoFujita  https://t.co/lIyvHPd9MI,2
14341,$HOUR 25% of the float is SHORT !! Covering shorts = additional buying pressure and could lead to a short squeeze,18
9868,"Groupe Touchette strikes a deal to acquire American Tire Distributors’ assets in Canada, a move that may roughly double its annual sales  https://t.co/y7upUOqPTH",13
8804,WATCH: Here are the week's big stories in the world of virtual money 👇  https://t.co/533WTyf4C4,9
4132,$SLHGP - Skylight Health Group 9.25% RED PFD A declares $0.1927 dividend  https://t.co/bUXxUBFM1v,4
13500,Justice Brett Kavanaugh is the liberal's favorite villain on the Supreme Court ever since his brutal confirmation fight — never mind his attempts to strike a more conciliatory tone  https://t.co/1JgY2jXHAi,16
16713,"$AMC AMC Entertainment Holdings, Inc. Repurchases $72.5 Million of Its Second Lien Debt at a 31% Discount ..... More good news for Jim Cramer :)",3
6497,Investor fears are rife that the ECB is running out of runway to raise interest rates before it’s even begun  https://t.co/Lh9IeHpryL,1
11805,Asia-Pacific markets set to trade mixed after positive U.S. jobs report  https://t.co/LseoSFo0Ym,15
936,Samsung Electronics Develops Second-Generation SmartSSD Computational Storage Drive with Upgraded Processing Functionality  https://t.co/Yk6EUs4QHS  https://t.co/wSMhNEb3bE,2
14681,What does this look like to you guys?     $SPY $SPX $ES_F      https://t.co/W1t90fpCB4,18
8717,From Breakingviews - Climate fight can take heart from an old oil maxim  https://t.co/MnZnZtvUi9,9
5161,$HAL - Is Halliburton Stock A Buy Before Upcoming Earnings?.  https://t.co/F1i7cJ5iUr #business #trading #stockmarket,5
16893,"Sovereign bonds from Angola and Gabon are trading at distressed levels, raising the number of emerging-market nations at risk of default to a record  https://t.co/M9bOqwOiM4",3
12349,Black &amp; Veatch Appointed to Major Irish Power Resilience Project  https://t.co/4tIOYriH2v  https://t.co/sHgLy9K5kW,17
15874,Solar stocks sink as Senator Manchin says he won't support climate bill  https://t.co/bLA09VwXrz,19
13048,Jan. 6 select committee: Tuesday‘s hearing is at 1 p.m. Eastern — click to watch  https://t.co/vn6zcT49cF,16
11180,AIER Leading Indicators Index Falls To The Lowest Level Since August 2020.  https://t.co/7U5fKaMNmC #business #markets #stocks,14
9016,"CAREDX DEADLINE ALERT: Bragar Eagel &amp; Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against CareDx, Inc. and Encourages Investors to Contact the Firm  https://t.co/0Un8ySWRpo",12
2566,$ERJ - Embraer bags order for 20 more passenger jets from Porter Airlines  https://t.co/l4z4bU0gFz,2
12933,Italian Prime Minister Mario Draghi says he is ready to rebuild his governing coalition and that the outpouring of support of the past few days cannot be ignored  https://t.co/4VsMi5FrGn,16
16139,$RNA - Avidity stock rises amid Chardan starting coverage with Buy  https://t.co/AIHj5RBsvC,19
9665,"AgencyBloc Acquires FormFire, a Leading Small-Group Quoting &amp; Enrollment Solution For Benefits Brokers  https://t.co/vYimHa9tI6  https://t.co/vVQZxiGfcQ",13
8365,The technology used to make Covid-19 vaccines may also help fight a honeybee-killing pest  https://t.co/TCHd2F9Ios,9
13591,"Texas Governor Greg Abbott has a 5-point lead over Democratic challenger Beto O’Rourke ahead of November’s election, showing a surprisingly tight race given that no Democrat has won statewide office since 1994  https://t.co/yyor88gnIZ",16
1061,Worksome Named Compliance Solution of the Year by the TIARA Talent Tech Awards  https://t.co/ehig6T4N6Y  https://t.co/4Frh0cSkXD,2
4303,$UNF - UniFirst declares $0.30 dividend  https://t.co/NsdH6C9JJd,4
3762,From Breakingviews - Italy’s Saipem largely fails investor test  https://t.co/vbDBVyVDEV,2
14998,$SGML $SGML:CA - Sigma Lithium: Outsized Risk/Return Based On Near-Term Production.  https://t.co/G4KCSrCWhz #stocks #finance #business,18
3995,"NRG Energy, Inc. Announces Quarterly Dividend  https://t.co/PJS60PGScq  https://t.co/L1KUGwaCDr",4
1816,High-Precision Bidirectional Current Monitors from Diodes Incorporated Enable Accurate Measurement at Low BoM Costs  https://t.co/BdG0bT9g8V  https://t.co/YJq1WVxzvj,2
7472,Mike Novogratz said the recent turbulence in the crypto industry is a “full-fledged credit crisis” and acknowledged that he was “darn wrong” about the magnitude of the leverage in the system  https://t.co/DzWxoRO93G,9
13526,President Biden says the time is “not ripe” to restart negotiations between Palestinians and Israel  https://t.co/vhJ6vcb4mo,16
15551,$META - Moon Capital Management - Meta Platforms:  High-Margin Monopoly Trading Like A Coal Company.  https://t.co/HybLeU6Wl8 #markets #stockmarket #investing,18
3440,Jeep shutting down its only factory in China begs some unsettling questions about what the future holds for foreign manufacturers in the country  https://t.co/JIiMadoNMe,2
12871,Ukraine grain deal and Syria top agenda for Putin’s Iran/Turkey talks  https://t.co/3aro89gMaX,16
4320,ClearBridge Dividend Strategy Portfolio Manager Commentary Q2 2022.  https://t.co/KO88iOJfQy #investing #economy #stocks,4
1558,Forever 21 Collaborates With Airwalk for Nostalgic Back to School Collection  https://t.co/qUqOIPmUla  https://t.co/szetU01dtT,2
9627,Essential Utilities’ Aqua Pennsylvania Subsidiary Selected to Continue Discussions to Purchase the Wastewater Assets of Bucks County Water and Sewer Authority  https://t.co/jTH8IN0Fv8  https://t.co/vDjqlNavse,13
4548,Zebra Technologies to Release Second Quarter Results on Aug. 2  https://t.co/wHGVPCl2JP  https://t.co/wNVuBmEFXN,5
11230,US gasoline demand remains below where it was this time two years ago as historically high prices keep more drivers off the road than Covid-19 did in the summer of 2020  https://t.co/wVG0vwzuPC,14
9320,"Elon Musk’s lawyers say Company officials are unfairly pushing for a “warp speed” trial over claims he improperly canceled his proposed $44 billion deal, and asked for the case to be heard next year instead  https://t.co/xuepW6DM99",12
12844,"Japan PM lacks 'political capital' to revise post-war constitution despite election win, analyst says  https://t.co/zHoutIo8HV",16
3944,"JUST IN: A gauge of the dollar’s strength rises to its highest level on record, eclipsing the peak it reached during the Covid-19 pandemic  https://t.co/0DPHhuxsbK  https://t.co/rrnV2MVyR3",8
4032,Putnam Announces Distribution Rates for Open End Funds  https://t.co/EztPBY2y09  https://t.co/g83wenpSlX,4
3278,$KURA - Kura Oncology: Targeting NPM1 Mutations In Acute Myeloid Leukemia.  https://t.co/7TJ8A8AuWj #economy #trading #stockmarket,2
9841,Jersey-based Caledonia Mining agrees to buy one of Zimbabwe’s biggest gold mining projects  https://t.co/WR9tpzIPn3,13
2754,$AFRM - Affirm teams up with SeatGeek to provide fans with flexible payment options  https://t.co/OM6Va2hmqg,2
11327,India’s farmers are ramping up planting in the coming months after slow monsoon progress has delayed rice sowing  https://t.co/A3vvbEU2QN,14
15833,From Breakingviews - Tesla investors bet on recovery and fantasy  https://t.co/a3pz1DReki,18
12571,Leeward Renewable Energy Names Greg Hazelton Chief Financial Officer  https://t.co/HE3y4RdQcH  https://t.co/KrtR0ZyM3j,17
15054,$AMD - AMD: The Mass Exodus.  https://t.co/gt5JJ6XiBS #investing #finance #business,18
7914,A curator at the National Galleries of Scotland learned that a previously unknown self-portrait of Vincent Van Gogh had been found on the back of another painting while she was waiting outside a fish shop  https://t.co/zULNQdjkUE,9
1535,Netafim USA to Debut Gakon Netafim Greenhouse Solutions at Cultivate ‘22  https://t.co/GG5IG8RFLK  https://t.co/jh3IOc3e4A,2
267,SILVERSTONE MASTER UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/epsCCSN76h  https://t.co/oDhjclGIYe,2
10487,Europe’s shrinking pork output could soon make bacon more expensive  https://t.co/cJipJV6baS,14
13431,President Biden is weighing declaring a climate emergency to unlock broad powers to fight global warming. Here's what he can and can't do  https://t.co/ErPAyYNfGh,16
4463,"TriplePoint Venture Growth BDC Corp. to Announce 2022 Second Quarter Financial Results on Wednesday, August 3, 2022  https://t.co/k4608k49pU  https://t.co/0gscGQLvfR",5
9213,$CPRX - Catalyst settles patent lawsuit for autoimmune disorder drug Firdapse with Jacobus  https://t.co/P0lCcymhA9,12
1953,OptiFuel Secures Agreement to Transition Argentina’s 400 Freight Locomotive Fleet from Diesel-Power to Zero-Emission Power  https://t.co/Ue0z1SV7yA  https://t.co/3uJWAnZ9uU,2
7167,Live news updates: United Airlines posts record quarterly revenue and returns to profitability  https://t.co/dXWSwn6GrZ,7
8309,Global shocks have forced Europe to turn back towards coal power. Heat waves drying out swaths of the continent show the danger of backsliding on climate goals  https://t.co/6niVNX6ErT,9
4421,Iron Mountain Schedules Second Quarter 2022 Earnings Release and Conference Call  https://t.co/puSiE1iEbx  https://t.co/mUc8jviw9p,5
14184,QQQ high today was just under VWAP from early April rally reversal,18
1470,"DiRx Launches Ground-Breaking Annual Savings Plan: Unlimited Prescriptions and Refills for 1,000+ Generic Medications for One Annual Fee  https://t.co/EPBtTC6MyF  https://t.co/OJU5465WRv",2
5331,EU to sign new gas deal as fears grow over Russian supplies cut-off  https://t.co/3Fb9Rswx8G,6
7073,"$DLPN - Dolphin Entertainment GAAP EPS of -$0.13 misses by $0.19, revenue of $9.18M misses by $0.18M  https://t.co/kdo6p8zi4C",7
10107,The Worldwide Frozen Bakery Products Industry is Projected to Reach $34.6 Billion by 2027 -  https://t.co/guyiBzPH8C  https://t.co/zF44sdlaoG  https://t.co/wECcn1XUHU,14
189,$MGNX - MacroGenics downgraded at BMO after discontinuation of cancer trial  https://t.co/0KyUkSBGIS,0
3312,$JPM - JPMorgan Chase: A Rough Second Quarter.  https://t.co/qyIljjTRhV #stocks #finance #trading,2
10126,"Global Finance Execs Predict Imminent Downturn, According to AlixPartners Survey  https://t.co/XnLzHbwiNd  https://t.co/pR7AYkeyZT",14
11368,"Chicago wheat futures extended losses back to the lowest since before Russia invaded Ukraine in February, capping its worst week in a decade  https://t.co/tziOtmXrzc",14
13369,President Biden to propose a new policing plan with a $15 billion grant to help states prevent violence  https://t.co/4mSWKlUHPE,16
9481,$SSYS: Stratasys: Nano Dimension (NNDM) discloses 12.12% stake in SSYS  https://t.co/a3RaX7GQl8,13
3322,$AVTBF $AVNT:CA - Avant Brands (AVTBF) Investor Presentation - Slideshow.  https://t.co/AIGu1L93Qq #economy #stocks #investing,2
13701,"BREAKING: Sri Lanka President Gotabaya Rajapaksa is headed to Saudi Arabia via Singapore after missing a deadline to submit his resignation, AP reports  https://t.co/JOdToLI0ew  https://t.co/GuhAASV3ZT",16
3658,"Amazon said it would create more than 4,000 new permanent jobs in the UK this year, the smallest number it’s announced in at least three years  https://t.co/g8U262ot8N",2
6265,"Heard on the Street: Central banks in Asia are choosing their approach to the strong dollar: aggressive measures, carefully calibrated steps or quiet resignation  https://t.co/TkOjxpPzZM",1
6383,"Nomura Expects Fed, ECB, BoE Rate Cuts Next Year – RTRS  https://t.co/sX7U7ilqXK",1
8380,China turns into a pariah for global investors as Xi’s policies backfire  https://t.co/u1rBHmm0QW  https://t.co/fHzG0gikhy,9
10919,"""We're expecting another strong inflation print,"" Deutsche Bank Chief U.S. Economist Matthew Luzzetti says, adding: ""For a market that's been dealing with certainly recession fears, I think this week will be renewed fears about elevated inflation.""  https://t.co/Jb7k9tf4PH  https://t.co/yo8wRBMEV7",14
8880,"$GLD $GDX $XAUUSD:CUR - Gold slips to lowest since September on strengthening dollar, rising yields  https://t.co/Lqz5KwgMFA",10
16575,$MSFT (-0.2% pre) Microsoft Goes on Offensive in Europe to Combat Cloud Concerns - WSJ   https://t.co/K1fMLvQYmR,19
12542,Eat Well Group Promotes Patrick Dunn to CFO &amp; Director  https://t.co/QW2A5HUt5l  https://t.co/fydDV5LzoP,17
8046,Some sunscreen ingredients are disappearing  And that's a good thing  https://t.co/Zr3fJhwkvL,9
13748,"$TSLA update. Flat eps reaction so far. Still holding above ma’s. Might need some big news to get out of the choppy trading range.  Wkly chart paused at 4 month desc tl.  8/4: TSLA shldr mtg, vote on 3:1 stock split  https://t.co/i4KNdn4DrD",18
438,Match Group expands background checks to two more apps so users can screen dates  https://t.co/pYqn6PhmeO,2
5544,BRENT OIL FUTURES TURN POSITIVE AFTER FALLING BY $3 A BARREL EARLIER IN THE SESSION,6
8483,"There is usually a definable event that starts a recession. In 2008, it was the Lehman bankruptcy. The most recent CPI report may be the latest example  https://t.co/PaGkCj4yk1",9
15382,"$CWT - California Water Service: Still Richly Valued, Despite Its Correction.  https://t.co/wFxDZxYqDf #stockmarket #investing #stocks",18
12066,$NDX stocks and sectors fall into the red as markets continue to digest the June CPI data released today.  https://t.co/MH9pimHTaC,15
9040,"INVESTIGATION REMINDER: The Schall Law Firm Encourages Investors in American Outdoor Brands, Inc. with Losses of $100,000 to Contact the Firm  https://t.co/gVBcidQzIX  https://t.co/97DOdujxDo",12
12612,$FRGE - Forge Global promotes COO to President  https://t.co/oMIffF0I71,17
6494,Janet Yellen confronted Russian officials at the G-20 finance ministers' meeting in Bali  https://t.co/cyObhzitpP,1
14981,$MU - Micron: Destruction Of Demand - Delicate Balancing Act Ahead.  https://t.co/KKTLGNK1eV #markets #trading #finance,18
4940,$BMI - Badger Meter Q2 2022 Earnings Preview  https://t.co/DoKarpAyE1,5
6657,Hungary central bank leaves one-week deposit rate on hold at 9.75% at tender  https://t.co/boheYKCbAF  https://t.co/lhRNosXx5V,1
1296,World Wide Technology Selects Inclusively as Its Workforce Inclusion Partner  https://t.co/vsrpl9maEI  https://t.co/JeI1dIr9B3,2
2198,EXEED: Create M3X Proprietary Platform And Highlight High-end Strength  https://t.co/tX4n2UAbCp  https://t.co/1LAGaHfJBo,2
12909,Focus to fall on Trump and far-right groups at January 6 hearing  https://t.co/XBYVsV3vPK,16
1433,Fresenius Kabi Introduces Generic Iodixanol Contrast Media Agent  https://t.co/L1s3DPztvo  https://t.co/CAQ9Dclinp,2
1822,CBL Properties Celebrates Completion of Multiple Redevelopment Projects Across Its Portfolio  https://t.co/r8ZRL6NE3D,2
15842,"The impact of an economic slowdown could offset the benefits from the long-waited Alphabet stock split taking effect, MKM Partners analyst Rohit Kulkarni said.  Shares of $GOOGL (Class A) and $GOOG (Class C) slumped Monday:  https://t.co/Em6Qbogf1y  https://t.co/3fO3hDjV2F",18
10173,The Worldwide Meat &amp; Poultry Processing Equipment Industry is Expected to Reach $12.9 Billion by 2027 -  https://t.co/guyiBzPH8C  https://t.co/auAcYdOdWQ  https://t.co/zQBgEjaQnQ,14
8881,"$FCX $HG1:COM $SCO:COM - Base metals, miners poised for further losses on recession, COVID concerns  https://t.co/29SANQpHw2",10
1661,Fuzzy’s Taco Shop Adds the Piña Carnitas Taco to its Menu for a Limited Time  https://t.co/MmyzcrPVgM  https://t.co/7vMxFG4V77,2
3676,A third of Burberry shareholders voted against the re-election of board member Antoine de Saint-Affrique amid concerns about directors who also hold other jobs spreading themselves too thin  https://t.co/tDELzCj22n,2
838,Alef Partners With LittleBird for Enhanced Smart Home Network Connectivity  https://t.co/kRYaQETXFS  https://t.co/dZch0Ba5lW,2
16010,"$TWTR: Twitter shares +4% after the Co responded to Musk's offer withdrawal, said termination is invalid  https://t.co/ZlXSZxuVtO",19
4618,Helix Announces Second Quarter 2022 Earnings Release Date and Conference Call Information  https://t.co/r3tD51vcYF  https://t.co/jprVDYgzXU,5
11218,"India’s economic activity showed early signs of cooling off in June as acute price pressures, rising interest rates, and a falling rupee dampened sentiment after a strong showing the previous month  https://t.co/YyboFIghhP",14
6021,"Fed Governor Christopher Waller says he backs a three-quarter percentage-point hike in the benchmark rate later this month after the latest CPI report, but could vote for more aggressive action depending on further data  https://t.co/f2loBDX2eU",1
10573,"Even after factoring in the drop in gas prices, CPI fixings traders still expect a 8.6% CPI reading for July, 8.3% for August, and 8.2% for September.   https://t.co/Kw5WqXwF0v",14
10127,"Best’s Special Report: U.S. Life Insurers’ Mortgage Holdings Back at Historical Levels, Though Problem Loans Spike in Pandemic  https://t.co/G03PFBDrrJ  https://t.co/56jTXPGlEp",14
14842,@BalthazardN Where is there an open at 3813?,18
4985,"$WFC reports a Q2 earnings miss, while $C posts an earnings beat. @bcheungz explains what to take away from Big Bank earnings:  https://t.co/73Mxl9z9Fr",5
13067,ITALIAN PRIME MINISTER DRAGHI WILL SEE PRESIDENT MATTARELLA ON THURSDAY -RTRS,16
5737,"Oil prices have risen about $20 this year solely due to supply outages, with Russia’s war in Ukraine exacerbating the crunch, according to research by Bloomberg Economics  https://t.co/X3UMBtq72n",6
10088,Literally the slowest seen in probably 5+ years,14
13348,First lady Jill Biden apologized for comparing members of the Hispanic community to breakfast tacos while speaking at a UnidosUS event  https://t.co/6WdWWTcPCz  https://t.co/TgK4nolRLl,16
10641,GERMAN ECONOMY MINISTER: RUSSIA BLACKMAILING GERMANY AND EUROPE AND IS NOT A RELIABLE ENERGY SUPPLIER,14
2701,$GFI $AUY - Gold Fields CEO says investors critical of Yamana deal starting to 'get it'  https://t.co/s7UIz8WExd,2
8259,"Bill Gross has one piece of advice for those looking to buy dips in bonds, stocks and commodities: just don’t  https://t.co/bLIX8Mvl9b",9
15587,"$VNT - Vontier Has Beaten Expectations Repeatedly, Could Be Forming Double-Bottom.  https://t.co/JQEXgBkRPl #stocks #investing #business",18
2117,Bonaventure Commences Construction on Phase II of Palmer’s Creek  https://t.co/ffw6ElCLa9  https://t.co/FkrUIITc5n,2
9345,Elon Musk told regulators last month that a May 17 tweet about his concerns over buying Company didn’t require him to amend his filings with the SEC  https://t.co/Rv4w3LujJ2,12
8530,Crypto exchanges and retail brokers vie for customers as trading ardour cools  https://t.co/EjCdLSYGAD,9
2353,Kohl's is really trying to jazz up its stores  https://t.co/eKG9GmoJ55,2
5135,$TELNF $TELNY - Telenor ASA (TELNF) CEO Sigve Brekke on Q2 2022 Results - Earnings Call Transcript.  https://t.co/84SXJGpojn #economy #markets #stocks,5
9106,"Glancy Prongay &amp; Murray LLP, a Leading Securities Fraud Law Firm, Announces the Filing of a Securities Class Action on Behalf of Wells Fargo &amp; Company (WFC) Investors  https://t.co/Kd847wM13q  https://t.co/5dAeInAMTO",12
15795,Crypto: confirmed casino  https://t.co/QYYJdDwsOG,18
5841,"LIVE: ECB surprises with 50bps hike, ending its negative rate era.   President Christine Lagarde is taking questions ▶️  https://t.co/kYTBkHyofP  https://t.co/R6mOgZnMiL",1
8612,"Grab a cup of coffee, live in 5 minutes   https://t.co/mk9Cc7f9Y6  https://t.co/dAGkEKAOM3",9
2695,$TISI - Team gets another NYSE non-compliance notice  https://t.co/95x6Cgo2Xz,2
16363,Twitter stock surged up 8% on hopes that a deal with Elon Musk can still get done  https://t.co/jxtVX0wzd3 $TWTR  https://t.co/Zq0vf1UJfa,19
13672,The UK Conservative Party is planning to whittle down a wide field of contenders to be Britain’s next prime minister by requiring candidates to have the initial support of 20 Tory MPs  https://t.co/jMqB3bpqLf,16
